,name,votes,types,generation,family,sprite_source,generation_color,ranking_overall,ranking_generation
323,Camerupt,42.0,Fire Ground,3,Numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,#9CD7C8,272,42.0
452,Drapion,42.0,Poison Dark,4,Skorupi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,#B7A3C3,271,40.0
98,Krabby,42.0,Water,1,Krabby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,#ACD36C,270,87.0
125,Electabuzz,42.0,Electric,1,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,#ACD36C,269,88.0
126,Magmar,42.0,Fire,1,Magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,#ACD36C,268,89.0
477,Dusknoir,42.0,Ghost,4,Duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,#B7A3C3,267,41.0
419,Floatzel,42.0,Water,4,Buizel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,#B7A3C3,266,42.0
180,Flaaffy,43.0,Electric,2,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,#DCD677,265,50.0
112,Rhydon,43.0,Ground Rock,1,Rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,#ACD36C,264,85.0
707,Klefki,44.0,Steel Fairy,6,Klefki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,#DD608C,263,12.0
35,Clefairy,44.0,Fairy,1,Cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png,#ACD36C,262,84.0
561,Sigilyph,44.0,Psychic Flying,5,Sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,#9FCADF,261,29.0
355,Duskull,44.0,Ghost,3,Duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,#9CD7C8,260,41.0
559,Scraggy,44.0,Dark Fighting,5,Scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,#9FCADF,259,30.0
678,Meowstic,45.0,Psychic,6,Espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,#DD608C,258,11.0
106,Hitmonlee,45.0,Fighting,1,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,#ACD36C,257,82.0
76,Golem,45.0,Rock Ground Rock Electric,1,Geodude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,#ACD36C,256,83.0
567,Archeops,46.0,Rock Flying,5,Archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,#9FCADF,255,27.0
587,Emolga,46.0,Electric Flying,5,Emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,#9FCADF,254,28.0
95,Onix,46.0,Rock Ground,1,Onix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,#ACD36C,253,81.0
346,Cradily,46.0,Rock Grass,3,Lileep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,#9CD7C8,252,40.0
654,Braixen,46.0,Fire,6,Fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,#DD608C,251,10.0
199,Slowking,46.0,Water Psychic,2,Slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,#DCD677,250,49.0
50,Diglett,47.0,Ground Ground Steel,1,Diglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,#ACD36C,249,79.0
423,Gastrodon,47.0,Water Ground Water Ground,4,Shellos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,#B7A3C3,248,39.0
114,Tangela,47.0,Grass,1,Tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,#ACD36C,247,80.0
453,Croagunk,48.0,Poison Fighting,4,Croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,#B7A3C3,246,38.0
87,Dewgong,49.0,Water Ice,1,Seel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,#ACD36C,245,78.0
604,Eelektross,49.0,Electric,5,Tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,#9FCADF,244,26.0
250,Ho-Oh,49.0,Fire Flying,2,Ho-Oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,#DCD677,243,48.0
771,Pyukumuku,49.0,Water,7,Pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,#E89483,242,8.0
446,Munchlax,50.0,Normal,4,Munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,#B7A3C3,241,37.0
103,Exeggutor,50.0,Grass Psychic Grass Dragon,1,Exeggcute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,#ACD36C,240,75.0
110,Weezing,50.0,Poison,1,Koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,#ACD36C,239,76.0
52,Meowth,50.0,Normal Dark,1,Meowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,#ACD36C,238,77.0
178,Xatu,50.0,Psychic Flying,2,Natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,#DCD677,237,46.0
246,Larvitar,50.0,Rock Ground,2,Larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,#DCD677,236,47.0
568,Trubbish,51.0,Poison,5,Trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,#9FCADF,235,24.0
142,Aerodactyl,51.0,Rock Flying,1,Aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,#ACD36C,234,73.0
77,Ponyta,51.0,Fire,1,Ponyta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,#ACD36C,233,74.0
502,Dewott,51.0,Water,5,Oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,#9FCADF,232,25.0
730,Primarina,51.0,Water Fairy,7,Popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,#E89483,231,7.0
107,Hitmonchan,52.0,Fighting,1,Tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,#ACD36C,230,72.0
113,Chansey,53.0,Normal,1,Happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,#ACD36C,229,71.0
704,Goomy,53.0,Dragon,6,Goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,#DD608C,228,9.0
82,Magneton,54.0,Electric Steel,1,Magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,#ACD36C,227,69.0
241,Miltank,54.0,Normal,2,Miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,#DCD677,226,45.0
128,Tauros,54.0,Normal,1,Tauros,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,#ACD36C,225,70.0
108,Lickitung,55.0,Normal,1,Lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,#ACD36C,224,68.0
235,Smeargle,55.0,Normal,2,Smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,#DCD677,223,44.0
462,Magnezone,55.0,Electric Steel,4,Magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,#B7A3C3,222,36.0
91,Cloyster,56.0,Water Ice,1,Shellder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,#ACD36C,221,66.0
244,Entei,56.0,Fire,2,Entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,#DCD677,220,43.0
62,Poliwrath,56.0,Water Fighting,1,Poliwag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,#ACD36C,219,67.0
263,Zigzagoon,56.0,Normal,3,Zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,#9CD7C8,218,39.0
677,Espurr,57.0,Psychic,6,Espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,#DD608C,217,8.0
556,Maractus,57.0,Grass,5,Maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,#9FCADF,216,23.0
727,Incineroar,58.0,Fire Dark,7,Litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,#E89483,215,6.0
12,Butterfree,58.0,Bug Flying,1,Caterpie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,#ACD36C,214,65.0
57,Primeape,59.0,Fighting,1,Mankey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,#ACD36C,213,64.0
172,Pichu,59.0,Electric,2,Pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,#DCD677,212,42.0
607,Litwick,60.0,Ghost Fire,5,Litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,#9FCADF,211,22.0
185,Sudowoodo,60.0,Rock,2,Bonsly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,#DCD677,210,41.0
55,Golduck,60.0,Water,1,Psyduck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,#ACD36C,209,63.0
262,Mightyena,61.0,Dark,3,Poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,#9CD7C8,208,37.0
81,Magnemite,61.0,Electric Steel,1,Magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,#ACD36C,207,62.0
383,Groudon,61.0,Ground,3,Groudon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,#9CD7C8,206,38.0
99,Kingler,62.0,Water,1,Krabby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,#ACD36C,205,60.0
310,Manectric,62.0,Electric,3,Electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,#9CD7C8,204,36.0
109,Koffing,62.0,Poison,1,Koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,#ACD36C,203,61.0
495,Snivy,62.0,Grass,5,Snivy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,#9FCADF,202,21.0
171,Lanturn,63.0,Water Electric,2,Chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,#DCD677,201,40.0
447,Riolu,64.0,Fighting,4,Riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,#B7A3C3,200,35.0
701,Hawlucha,64.0,Fighting Flying,6,Hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,#DD608C,199,7.0
479,Rotom,65.0,Electric Ghost Electric Grass,4,Rotom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,#B7A3C3,198,34.0
190,Aipom,66.0,Normal,2,Aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,#DCD677,197,38.0
153,Bayleef,66.0,Grass,2,Chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,#DCD677,196,39.0
45,Vileplume,67.0,Grass Poison,1,Oddish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,#ACD36C,195,59.0
381,Latios,68.0,Dragon Psychic,3,Latios,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,#9CD7C8,194,35.0
503,Samurott,68.0,Water,5,Oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,#9FCADF,193,20.0
473,Mamoswine,69.0,Ice Ground,4,Swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,#B7A3C3,192,33.0
289,Slaking,69.0,Normal,3,Slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,#9CD7C8,191,34.0
233,Porygon2,69.0,Normal,2,Porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,#DCD677,190,37.0
122,Mr-Mime,70.0,Psychic Fairy,1,Mime-Jr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,#ACD36C,189,57.0
390,Chimchar,70.0,Fire,4,Chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,#B7A3C3,188,32.0
5,Charmeleon,70.0,Fire,1,Charmander,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png,#ACD36C,187,58.0
382,Kyogre,71.0,Water,3,Kyogre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,#9CD7C8,186,33.0
175,Togepi,71.0,Fairy,2,Togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,#DCD677,185,36.0
425,Drifloon,71.0,Ghost Flying,4,Drifloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,#B7A3C3,184,31.0
232,Donphan,72.0,Ground,2,Phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,#DCD677,183,34.0
230,Kingdra,72.0,Water Dragon,2,Horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,#DCD677,182,35.0
186,Politoed,73.0,Water,2,Poliwag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,#DCD677,181,33.0
697,Tyrantrum,73.0,Rock Dragon,6,Tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,#DD608C,180,6.0
483,Dialga,73.0,Steel Dragon,4,Dialga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,#B7A3C3,179,30.0
430,Honchkrow,74.0,Dark Flying,4,Murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,#B7A3C3,178,29.0
300,Skitty,74.0,Normal,3,Skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,#9CD7C8,177,32.0
386,Deoxys,75.0,Psychic Psychic,3,Deoxys,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,#9CD7C8,176,31.0
154,Meganium,75.0,Grass,2,Chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,#DCD677,175,32.0
231,Phanpy,77.0,Ground,2,Phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,#DCD677,174,31.0
78,Rapidash,77.0,Fire,1,Ponyta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,#ACD36C,173,56.0
251,Celebi,78.0,Psychic Grass,2,Celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,#DCD677,172,30.0
595,Joltik,79.0,Bug Electric,5,Joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,#9FCADF,171,19.0
202,Wobbuffet,79.0,Psychic,2,Wynaut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,#DCD677,170,29.0
768,Golisopod,79.0,Bug Water,7,Wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,#E89483,169,5.0
80,Slowbro,79.0,Water Psychic,1,Slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,#ACD36C,168,55.0
200,Misdreavus,80.0,Ghost,2,Misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,#DCD677,167,28.0
560,Scrafty,80.0,Dark Fighting,5,Scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,#9FCADF,166,17.0
545,Scolipede,80.0,Bug Poison,5,Venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,#9FCADF,165,18.0
354,Banette,80.0,Ghost,3,Shuppet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,#9CD7C8,164,30.0
429,Mismagius,80.0,Ghost,4,Misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,#B7A3C3,163,28.0
428,Lopunny,81.0,Normal Fighting,4,Buneary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,#B7A3C3,162,26.0
399,Bidoof,81.0,Normal,4,Bidoof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,#B7A3C3,161,27.0
280,Ralts,82.0,Psychic Fairy,3,Ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,#9CD7C8,160,29.0
570,Zorua,82.0,Dark,5,Zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,#9FCADF,159,16.0
454,Toxicroak,82.0,Poison Fighting,4,Croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,#B7A3C3,158,25.0
64,Kadabra,82.0,Psychic,1,Abra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,#ACD36C,157,54.0
363,Spheal,83.0,Ice Water,3,Spheal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,#9CD7C8,156,28.0
15,Beedrill,83.0,Bug Poison,1,Weedle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,#ACD36C,155,51.0
2,Ivysaur,83.0,Grass Poison,1,Bulbasaur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/2.png,#ACD36C,154,52.0
105,Marowak,83.0,Ground Fire Ghost,1,Cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,#ACD36C,153,53.0
501,Oshawott,83.0,Water,5,Oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,#9FCADF,152,15.0
706,Goodra,85.0,Dragon,6,Goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,#DD608C,151,5.0
321,Wailord,86.0,Water,3,Wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,#9CD7C8,150,27.0
89,Muk,86.0,Poison Poison Dark,1,Grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,#ACD36C,149,50.0
198,Murkrow,86.0,Dark Flying,2,Murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,#DCD677,148,27.0
407,Roserade,86.0,Grass Poison,4,Budew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,#B7A3C3,147,24.0
623,Golurk,87.0,Ground Ghost,5,Golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,#9FCADF,146,14.0
722,Rowlet,89.0,Grass Flying,7,Rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,#E89483,145,4.0
418,Buizel,90.0,Water,4,Buizel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,#B7A3C3,144,23.0
494,Victini,91.0,Psychic Fire,5,Victini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,#9FCADF,143,13.0
745,Lycanroc,91.0,Rock,7,Rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,#E89483,142,3.0
147,Dratini,92.0,Dragon,1,Dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,#ACD36C,141,49.0
625,Bisharp,93.0,Dark Steel,5,Pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,#9FCADF,140,12.0
549,Lilligant,94.0,Grass,5,Petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,#9FCADF,139,11.0
136,Flareon,94.0,Fire,1,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,#ACD36C,138,48.0
208,Steelix,95.0,Steel Ground,2,Onix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,#DCD677,137,26.0
553,Krookodile,95.0,Ground Dark,5,Sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,#9FCADF,136,10.0
61,Poliwhirl,96.0,Water,1,Poliwag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,#ACD36C,135,46.0
18,Pidgeot,96.0,Normal Flying,1,Pidgey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,#ACD36C,134,47.0
304,Aron,96.0,Steel Rock,3,Aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,#9CD7C8,133,26.0
380,Latias,97.0,Dragon Psychic,3,Latias,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,#9CD7C8,132,25.0
137,Porygon,97.0,Normal,1,Porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,#ACD36C,131,45.0
152,Chikorita,98.0,Grass,2,Chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,#DCD677,130,25.0
335,Zangoose,99.0,Normal,3,Zangoose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,#9CD7C8,129,24.0
215,Sneasel,103.0,Dark Ice,2,Sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,#DCD677,128,24.0
68,Machamp,104.0,Fighting,1,Machop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,#ACD36C,127,44.0
255,Torchic,105.0,Fire,3,Torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,#9CD7C8,126,23.0
497,Serperior,106.0,Grass,5,Snivy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,#9FCADF,125,9.0
184,Azumarill,106.0,Water Fairy,2,Azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,#DCD677,124,23.0
724,Decidueye,107.0,Grass Ghost,7,Rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,#E89483,123,2.0
194,Wooper,109.0,Water Ground,2,Wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,#DCD677,122,22.0
63,Abra,111.0,Psychic,1,Abra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,#ACD36C,121,42.0
121,Starmie,111.0,Water Psychic,1,Staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,#ACD36C,120,43.0
579,Reuniclus,112.0,Psychic,5,Solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,#9FCADF,119,8.0
492,Shaymin,112.0,Grass Grass Flying,4,Shaymin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,#B7A3C3,118,22.0
466,Electivire,113.0,Electric,4,Elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,#B7A3C3,117,21.0
612,Haxorus,115.0,Dragon,5,Axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,#9FCADF,116,7.0
292,Shedinja,116.0,Bug Ghost,3,Nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,#9CD7C8,115,22.0
715,Noivern,116.0,Flying Dragon,6,Noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,#DD608C,114,4.0
596,Galvantula,117.0,Bug Electric,5,Joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,#9FCADF,113,6.0
83,Farfetchd,118.0,Normal Flying,1,Farfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,#ACD36C,112,39.0
141,Kabutops,118.0,Rock Water,1,Kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,#ACD36C,111,40.0
179,Mareep,118.0,Electric,2,Mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,#DCD677,110,21.0
79,Slowpoke,118.0,Water Psychic,1,Slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,#ACD36C,109,41.0
357,Tropius,118.0,Grass Flying,3,Tropius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,#9CD7C8,108,21.0
129,Magikarp,119.0,Water,1,Magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,#ACD36C,107,38.0
145,Zapdos,121.0,Electric Flying,1,Zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,#ACD36C,106,37.0
385,Jirachi,123.0,Steel Psychic,3,Jirachi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,#9CD7C8,105,20.0
195,Quagsire,123.0,Water Ground,2,Wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,#DCD677,104,20.0
403,Shinx,124.0,Electric,4,Shinx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,#B7A3C3,103,20.0
470,Leafeon,127.0,Grass,4,Eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,#B7A3C3,102,19.0
3,Venusaur,127.0,Grass Poison,1,Bulbasaur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/3.png,#ACD36C,101,35.0
43,Oddish,127.0,Grass Poison,1,Oddish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,#ACD36C,100,36.0
253,Grovyle,129.0,Grass,3,Treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,#9CD7C8,99,19.0
472,Gliscor,132.0,Ground Flying,4,Gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,#B7A3C3,98,18.0
162,Furret,132.0,Normal,2,Sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,#DCD677,97,19.0
8,Wartortle,133.0,Water,1,Squirtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png,#ACD36C,96,34.0
252,Treecko,134.0,Grass,3,Treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,#9CD7C8,95,18.0
